45.0,183,117,18,1.01,2.01,2.01,1.01,2.01,1.01,2.01,1.01,1.01,2.01,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
45.0,183,117,18,4.02,5.03,5.03,5.03,6.04,5.03,4.02,4.02,4.02,4.02,2,2,3,3,3,3,2,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
45.0,183,117,18,6.04,6.04,5.03,5.03,4.02,3.02,3.02,5.03,8.05,5.03,2,2,2,1,3,3,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007639437268410977,0.0,0.0,0.0
45.0,183,117,18,3.02,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,5,5,3,3,2,4,2,4,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,183,117,18,4.02,3.02,3.02,3.02,3.02,3.02,3.02,2.01,3.02,2.01,8,8,5,5,4,4,2,2,1,3,0.0088,0.0046,0.0026,0.0016,0.0004,0.0004,0.0,0.0,0.0,0.0,0.04201690497626037,0.02196338214668156,0.01986253689786854,0.012223099629457564,0.0038197186342054886,0.0038197186342054886,0.0,0.0,0.0,0.0
45.0,183,117,18,7.04,4.02,3.02,4.02,4.02,4.02,4.02,4.02,4.02,3.02,0,0,0,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0.0
45.0,183,117,18,2.01,2.01,2.01,2.01,2.01,2.01,1.01,2.01,1.01,1.01,2,3,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
45.0,183,117,18,5.03,6.04,5.03,3.02,3.02,4.02,3.02,3.02,5.03,5.03,0,1,2,2,3,3,0,0,0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
45.0,183,117,18,5.03,3.02,4.02,4.02,4.02,5.03,3.02,4.02,2.01,3.02,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
45.0,183,117,18,5.03,5.03,5.03,4.02,4.02,4.02,4.02,5.03,4.02,4.02,3,1,1,1,2,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
45.0,183,117,18,7.04,6.04,6.04,5.03,7.04,5.03,5.03,5.03,4.02,4.02,0,0,4,5,4,1,2,1,1,3,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.007639437268410977,0.0,0.0,0.0,0.0,0.0,0.0
45.0,183,117,18,3.02,3.02,3.02,4.02,4.02,3.02,4.02,3.02,3.02,3.02,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
45.0,183,117,18,2.01,2.01,2.01,2.01,2.01,2.01,1.01,2.01,2.01,2.01,7,5,6,4,4,0,0,0,0,0,0.0018,0.0016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009822133630814111,0.012223099629457564,0.0,0.0,0.0,0,0,0,0,0
45.0,183,117,18,4.02,5.03,4.02,4.02,6.04,4.02,5.03,3.02,6.04,4.02,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
45.0,183,117,18,4.02,3.02,3.02,5.03,8.05,5.03,6.04,5.03,5.03,4.02,3,3,2,2,2,2,1,1,1,4,0.0,0.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007639437268410977,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,183,117,18,4.02,4.02,4.02,4.02,4.02,5.03,4.02,4.02,4.02,6.04,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
45.0,183,117,18,3.02,3.02,3.02,3.02,2.01,3.02,3.02,2.01,2.01,3.02,3,3,5,2,4,4,4,6,6,4,0.0,0.0,0.0,0.0,0.0004,0.0004,0.0026,0.0032,0.0036,0.005,0.0,0.0,0.0,0.0,0.0038197186342054886,0.0038197186342054886,0.024828171122335672,0.020371832715762605,0.02291831180523293,0.047746482927568605
45.0,183,117,18,4.02,4.02,4.02,4.02,4.02,4.02,5.03,4.02,4.02,4.02,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
45.0,183,117,18,4.02,5.03,3.02,4.02,4.02,5.03,4.02,4.02,5.03,4.02,3,6,6,5,4,2,3,1,3,2,0.0008,0.0004,0.004,0.0022,0.0016,0.0006,0.0,0.0,0.0,0.0,0.010185916357881302,0.0025464790894703256,0.025464790894703257,0.01680676199050415,0.015278874536821955,0.011459155902616465,0.0,0.0,0.0,0.0
45.0,183,117,18,3.02,4.02,6.04,4.02,4.02,5.03,4.02,4.02,6.04,6.04,2,4,2,4,1,3,3,3,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
45.0,183,117,18,5.03,5.03,6.04,3.02,3.02,3.02,6.04,6.04,6.04,7.04,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
45.0,183,117,18,5.03,5.03,4.02,3.02,3.02,5.03,7.04,6.04,6.04,4.02,1,1,4,0,2,2,2,1,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,183,117,18,5.03,2.01,3.02,3.02,3.02,3.02,4.02,4.02,4.02,3.02,0,0,0,0,0,0,0,2,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0
45.0,183,117,18,5.03,3.02,3.02,3.02,3.02,2.01,2.01,2.01,2.01,1.01,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
45.0,183,117,18,4.02,5.03,3.02,3.02,3.02,3.02,2.01,2.01,2.01,2.01,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
45.0,183,117,18,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,5,4,4,3,2,3,3,2,2,3,0.0,0.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038197186342054886,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,183,117,18,6.04,6.04,5.03,6.04,5.03,4.02,5.03,5.03,4.02,5.03,3,0,0,0,0,0,1,2,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0.0
45.0,183,117,18,4.02,3.02,3.02,4.02,4.02,3.02,3.02,4.02,3.02,4.02,2,3,2,2,1,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
45.0,183,117,18,6.04,6.04,6.04,7.04,4.02,3.02,4.02,4.02,4.02,4.02,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
45.0,183,117,18,4.02,4.02,4.02,5.03,5.03,4.02,7.04,5.03,7.04,6.04,4,2,3,4,3,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02291831180523293,0,0,0
45.0,183,117,18,2.01,3.02,2.01,3.02,2.01,3.02,3.02,3.02,3.02,3.02,5,3,3,5,6,5,4,4,5,6,0.0,0.0,0.0,0.0,0.0012,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0076394372684109755,0.003055774907364391,0.0,0.0,0.0,0.0
45.0,183,117,18,4.02,4.02,5.03,3.02,3.02,3.02,4.02,3.02,4.02,3.02,3,3,3,2,3,3,3,4,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038197186342054886,0.010185916357881302,0.0
45.0,183,117,18,4.02,5.03,3.02,4.02,3.02,3.02,2.01,5.03,2.01,4.02,2,1,1,0,0,4,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0
45.0,183,117,18,4.02,3.02,3.02,3.02,3.02,3.02,3.02,3.02,3.02,4.02,0,0,1,1,2,0,3,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
45.0,183,117,18,4.02,6.04,4.02,4.02,5.03,4.02,4.02,6.04,6.04,7.04,4,2,4,1,3,3,3,2,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
45.0,183,117,18,5.03,5.03,5.03,5.03,6.04,6.04,5.03,4.02,5.03,5.03,0,17,4,0,2,2,1,2,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,183,117,18,3.02,3.02,2.01,2.01,2.01,2.01,1.01,1.01,2.01,3.02,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
45.0,183,117,18,4.02,6.04,4.02,5.03,5.03,6.04,3.02,3.02,3.02,6.04,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
45.0,183,117,18,4.02,4.02,5.03,6.04,6.04,6.04,5.03,6.04,5.03,4.02,3,4,4,3,5,1,3,4,1,3,0.0,0.0,0.0,0.0004,0.0026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005092958178940651,0.01986253689786854,0.0,0.0,0.0,0.0,0.0
45.0,183,117,18,7.04,6.04,5.03,5.03,5.03,6.04,5.03,6.04,4.02,5.03,2,3,1,1,3,1,2,3,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,183,117,18,5.03,4.02,5.03,4.02,5.03,4.02,5.03,3.02,4.02,4.02,6,5,9,9,7,8,3,2,5,6,0.0068,0.01,0.0272,0.0596,0.0448,0.0192,0.004,0.0,0.0004,0.0018,0.043290144520995534,0.07639437268410977,0.11544038538932141,0.252950256220719,0.24446199258915122,0.09167324722093172,0.050929581789406514,0.0,0.003055774907364391,0.011459155902616465
45.0,183,117,18,4.02,2.01,3.02,3.02,4.02,4.02,4.02,4.02,4.02,5.03,1,0,4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
45.0,183,117,18,3.02,4.02,3.02,3.02,3.02,3.02,2.01,2.01,3.02,2.01,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
45.0,183,117,18,4.02,5.03,4.02,6.04,5.03,5.03,4.02,3.02,4.02,3.02,0,0,0,0,0,3,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0
45.0,183,117,18,3.02,3.02,2.01,3.02,5.03,6.04,5.03,5.03,4.02,4.02,0,0,0,0,3,3,0,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0
45.0,183,117,18,4.02,3.02,3.02,4.02,4.02,4.02,5.03,5.03,5.03,4.02,2,3,1,1,1,2,2,3,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,183,117,18,5.03,4.02,5.03,5.03,4.02,4.02,5.03,5.03,5.03,6.04,1,0,0,0,0,2,2,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
45.0,183,117,18,2.01,3.02,3.02,3.02,2.01,2.01,2.01,1.01,2.01,1.01,5,5,4,2,2,1,1,1,0,0,0.002,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015278874536821955,0.009167324722093171,0.0,0.0,0.0,0.0,0.0,0.0,0,0
45.0,183,117,18,2.01,2.01,2.01,2.01,2.01,4.02,4.02,5.03,6.04,6.04,1,1,2,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0
45.0,183,117,18,3.02,4.02,3.02,4.02,3.02,3.02,2.01,3.02,2.01,4.02,3,3,4,3,4,2,4,3,3,3,0.0,0.0,0.0004,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038197186342054886,0.010185916357881302,0.0,0.0,0.0,0.0,0.0,0.0
45.0,183,117,18,6.04,5.03,5.03,4.02,5.03,5.03,7.04,5.03,4.02,5.03,3,4,4,4,5,4,4,5,5,6,0.0004,0.001,0.0,0.0008,0.0,0.0,0.0,0.002,0.0056,0.0068,0.005092958178940651,0.009549296585513721,0.0,0.007639437268410977,0.0,0.0,0.0,0.015278874536821955,0.04278084870310147,0.043290144520995534
45.0,183,117,18,3.02,2.01,2.01,2.01,3.02,2.01,2.01,2.01,2.01,2.01,0,0,0,0,0,1,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
45.0,183,117,18,2.01,2.01,1.01,2.01,2.01,2.01,1.01,3.02,2.01,3.02,4,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
45.0,183,117,18,5.03,3.02,3.02,4.02,4.02,3.02,6.04,3.02,4.02,3.02,4,3,4,4,5,4,5,5,5,4,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0004,0.0004,0.0038197186342054886,0.0,0.0,0.0,0.0,0.0,0.0,0.007639437268410977,0.003055774907364391,0.0038197186342054886
45.0,183,117,18,4.02,4.02,3.02,4.02,4.02,3.02,4.02,3.02,3.02,2.01,1,1,2,1,2,2,3,3,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,183,117,18,2.01,2.01,3.02,2.01,3.02,3.02,3.02,2.01,2.01,2.01,5,5,5,5,5,4,2,2,1,1,0.0046,0.0046,0.0034,0.002,0.0012,0.0,0.0,0.0,0.0,0.0,0.035141411434690496,0.035141411434690496,0.025974086712597322,0.015278874536821955,0.009167324722093171,0.0,0.0,0.0,0.0,0.0
45.0,183,117,18,4.02,3.02,3.02,5.03,5.03,5.03,5.03,6.04,6.04,5.03,3,0,0,0,17,4,0,2,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
45.0,183,117,18,1.01,2.01,1.01,1.01,2.01,1.01,1.01,1.01,4.02,4.02,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
45.0,183,117,18,1.01,1.01,1.01,2.01,2.01,2.01,2.01,2.01,3.02,2.01,0,0,4,2,2,1,3,2,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,183,117,18,4.02,3.02,4.02,6.04,4.02,5.03,5.03,6.04,3.02,3.02,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
